ID,Region,State,Parent Region,TaxType,TaxedIncome,Filing Status,Range,RangeValue,Ladder Step,Rate
State_Province_Kentucky_Income_Married_Top_Range_Ladder Step2,State_Province,Kentucky,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Kentucky_Income_Married_Bot_Range_Ladder Step3,State_Province,Kentucky,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Kentucky_Income_Married_Top_Range_Ladder Step3,State_Province,Kentucky,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Kentucky_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Kentucky,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Kentucky_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Kentucky,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Kentucky_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Kentucky,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Kentucky_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Kentucky,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Kentucky_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Kentucky,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Kentucky_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Kentucky,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Kentucky_Income_Separate_Bot_Range_Ladder Step1,State_Province,Kentucky,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Kentucky_Income_Separate_Top_Range_Ladder Step1,State_Province,Kentucky,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Kentucky_Income_Separate_Bot_Range_Ladder Step2,State_Province,Kentucky,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Kentucky_Income_Separate_Top_Range_Ladder Step2,State_Province,Kentucky,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Kentucky_Income_Separate_Bot_Range_Ladder Step3,State_Province,Kentucky,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Kentucky_Income_Separate_Top_Range_Ladder Step3,State_Province,Kentucky,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Louisiana_Income_Single_Bot_Range_Ladder Step1,State_Province,Louisiana,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Louisiana_Income_Single_Top_Range_Ladder Step1,State_Province,Louisiana,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Louisiana_Income_Single_Bot_Range_Ladder Step2,State_Province,Louisiana,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Louisiana_Income_Single_Top_Range_Ladder Step2,State_Province,Louisiana,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Louisiana_Income_Single_Bot_Range_Ladder Step3,State_Province,Louisiana,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Louisiana_Income_Single_Top_Range_Ladder Step3,State_Province,Louisiana,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Louisiana_Income_Married_Bot_Range_Ladder Step1,State_Province,Louisiana,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Louisiana_Income_Married_Top_Range_Ladder Step1,State_Province,Louisiana,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Louisiana_Income_Married_Bot_Range_Ladder Step2,State_Province,Louisiana,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Louisiana_Income_Married_Top_Range_Ladder Step2,State_Province,Louisiana,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Louisiana_Income_Married_Bot_Range_Ladder Step3,State_Province,Louisiana,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Louisiana_Income_Married_Top_Range_Ladder Step3,State_Province,Louisiana,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Louisiana_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Louisiana,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Louisiana_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Louisiana,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Louisiana_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Louisiana,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Louisiana_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Louisiana,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Louisiana_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Louisiana,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Louisiana_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Louisiana,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Louisiana_Income_Separate_Bot_Range_Ladder Step1,State_Province,Louisiana,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Louisiana_Income_Separate_Top_Range_Ladder Step1,State_Province,Louisiana,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Louisiana_Income_Separate_Bot_Range_Ladder Step2,State_Province,Louisiana,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Louisiana_Income_Separate_Top_Range_Ladder Step2,State_Province,Louisiana,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Louisiana_Income_Separate_Bot_Range_Ladder Step3,State_Province,Louisiana,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Louisiana_Income_Separate_Top_Range_Ladder Step3,State_Province,Louisiana,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Maine_Income_Single_Bot_Range_Ladder Step1,State_Province,Maine,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Maine_Income_Single_Top_Range_Ladder Step1,State_Province,Maine,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Maine_Income_Single_Bot_Range_Ladder Step2,State_Province,Maine,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Maine_Income_Single_Top_Range_Ladder Step2,State_Province,Maine,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Maine_Income_Single_Bot_Range_Ladder Step3,State_Province,Maine,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Maine_Income_Single_Top_Range_Ladder Step3,State_Province,Maine,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Maine_Income_Married_Bot_Range_Ladder Step1,State_Province,Maine,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Maine_Income_Married_Top_Range_Ladder Step1,State_Province,Maine,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Maine_Income_Married_Bot_Range_Ladder Step2,State_Province,Maine,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Maine_Income_Married_Top_Range_Ladder Step2,State_Province,Maine,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Maine_Income_Married_Bot_Range_Ladder Step3,State_Province,Maine,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Maine_Income_Married_Top_Range_Ladder Step3,State_Province,Maine,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Maine_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Maine,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Maine_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Maine,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Maine_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Maine,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Maine_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Maine,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Maine_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Maine,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Maine_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Maine,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Maine_Income_Separate_Bot_Range_Ladder Step1,State_Province,Maine,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Maine_Income_Separate_Top_Range_Ladder Step1,State_Province,Maine,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Maine_Income_Separate_Bot_Range_Ladder Step2,State_Province,Maine,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Maine_Income_Separate_Top_Range_Ladder Step2,State_Province,Maine,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Maine_Income_Separate_Bot_Range_Ladder Step3,State_Province,Maine,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Maine_Income_Separate_Top_Range_Ladder Step3,State_Province,Maine,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Maryland_Income_Single_Bot_Range_Ladder Step1,State_Province,Maryland,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Maryland_Income_Single_Top_Range_Ladder Step1,State_Province,Maryland,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Maryland_Income_Single_Bot_Range_Ladder Step2,State_Province,Maryland,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Maryland_Income_Single_Top_Range_Ladder Step2,State_Province,Maryland,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Maryland_Income_Single_Bot_Range_Ladder Step3,State_Province,Maryland,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Maryland_Income_Single_Top_Range_Ladder Step3,State_Province,Maryland,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Maryland_Income_Married_Bot_Range_Ladder Step1,State_Province,Maryland,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Maryland_Income_Married_Top_Range_Ladder Step1,State_Province,Maryland,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Maryland_Income_Married_Bot_Range_Ladder Step2,State_Province,Maryland,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Maryland_Income_Married_Top_Range_Ladder Step2,State_Province,Maryland,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Maryland_Income_Married_Bot_Range_Ladder Step3,State_Province,Maryland,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Maryland_Income_Married_Top_Range_Ladder Step3,State_Province,Maryland,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Maryland_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Maryland,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Maryland_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Maryland,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Maryland_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Maryland,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Maryland_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Maryland,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Maryland_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Maryland,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Maryland_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Maryland,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Maryland_Income_Separate_Bot_Range_Ladder Step1,State_Province,Maryland,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Maryland_Income_Separate_Top_Range_Ladder Step1,State_Province,Maryland,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Maryland_Income_Separate_Bot_Range_Ladder Step2,State_Province,Maryland,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Maryland_Income_Separate_Top_Range_Ladder Step2,State_Province,Maryland,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Maryland_Income_Separate_Bot_Range_Ladder Step3,State_Province,Maryland,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Maryland_Income_Separate_Top_Range_Ladder Step3,State_Province,Maryland,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Massachusetts_Income_Single_Bot_Range_Ladder Step1,State_Province,Massachusetts,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Massachusetts_Income_Single_Top_Range_Ladder Step1,State_Province,Massachusetts,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Massachusetts_Income_Single_Bot_Range_Ladder Step2,State_Province,Massachusetts,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Massachusetts_Income_Single_Top_Range_Ladder Step2,State_Province,Massachusetts,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Massachusetts_Income_Single_Bot_Range_Ladder Step3,State_Province,Massachusetts,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Massachusetts_Income_Single_Top_Range_Ladder Step3,State_Province,Massachusetts,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Massachusetts_Income_Married_Bot_Range_Ladder Step1,State_Province,Massachusetts,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Massachusetts_Income_Married_Top_Range_Ladder Step1,State_Province,Massachusetts,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Massachusetts_Income_Married_Bot_Range_Ladder Step2,State_Province,Massachusetts,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Massachusetts_Income_Married_Top_Range_Ladder Step2,State_Province,Massachusetts,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Massachusetts_Income_Married_Bot_Range_Ladder Step3,State_Province,Massachusetts,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Massachusetts_Income_Married_Top_Range_Ladder Step3,State_Province,Massachusetts,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Massachusetts_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Massachusetts,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Massachusetts_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Massachusetts,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Massachusetts_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Massachusetts,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Massachusetts_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Massachusetts,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Massachusetts_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Massachusetts,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Massachusetts_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Massachusetts,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Massachusetts_Income_Separate_Bot_Range_Ladder Step1,State_Province,Massachusetts,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Massachusetts_Income_Separate_Top_Range_Ladder Step1,State_Province,Massachusetts,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Massachusetts_Income_Separate_Bot_Range_Ladder Step2,State_Province,Massachusetts,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Massachusetts_Income_Separate_Top_Range_Ladder Step2,State_Province,Massachusetts,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Massachusetts_Income_Separate_Bot_Range_Ladder Step3,State_Province,Massachusetts,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Massachusetts_Income_Separate_Top_Range_Ladder Step3,State_Province,Massachusetts,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Michigan_Income_Single_Bot_Range_Ladder Step1,State_Province,Michigan,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Michigan_Income_Single_Top_Range_Ladder Step1,State_Province,Michigan,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Michigan_Income_Single_Bot_Range_Ladder Step2,State_Province,Michigan,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Michigan_Income_Single_Top_Range_Ladder Step2,State_Province,Michigan,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Michigan_Income_Single_Bot_Range_Ladder Step3,State_Province,Michigan,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Michigan_Income_Single_Top_Range_Ladder Step3,State_Province,Michigan,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Michigan_Income_Married_Bot_Range_Ladder Step1,State_Province,Michigan,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Michigan_Income_Married_Top_Range_Ladder Step1,State_Province,Michigan,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Michigan_Income_Married_Bot_Range_Ladder Step2,State_Province,Michigan,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Michigan_Income_Married_Top_Range_Ladder Step2,State_Province,Michigan,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Michigan_Income_Married_Bot_Range_Ladder Step3,State_Province,Michigan,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Michigan_Income_Married_Top_Range_Ladder Step3,State_Province,Michigan,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Michigan_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Michigan,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Michigan_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Michigan,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Michigan_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Michigan,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Michigan_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Michigan,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Michigan_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Michigan,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Michigan_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Michigan,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Michigan_Income_Separate_Bot_Range_Ladder Step1,State_Province,Michigan,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Michigan_Income_Separate_Top_Range_Ladder Step1,State_Province,Michigan,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Michigan_Income_Separate_Bot_Range_Ladder Step2,State_Province,Michigan,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Michigan_Income_Separate_Top_Range_Ladder Step2,State_Province,Michigan,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Michigan_Income_Separate_Bot_Range_Ladder Step3,State_Province,Michigan,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Michigan_Income_Separate_Top_Range_Ladder Step3,State_Province,Michigan,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Minnesota_Income_Single_Bot_Range_Ladder Step1,State_Province,Minnesota,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Minnesota_Income_Single_Top_Range_Ladder Step1,State_Province,Minnesota,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Minnesota_Income_Single_Bot_Range_Ladder Step2,State_Province,Minnesota,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Minnesota_Income_Single_Top_Range_Ladder Step2,State_Province,Minnesota,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Minnesota_Income_Single_Bot_Range_Ladder Step3,State_Province,Minnesota,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Minnesota_Income_Single_Top_Range_Ladder Step3,State_Province,Minnesota,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Minnesota_Income_Married_Bot_Range_Ladder Step1,State_Province,Minnesota,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Minnesota_Income_Married_Top_Range_Ladder Step1,State_Province,Minnesota,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Minnesota_Income_Married_Bot_Range_Ladder Step2,State_Province,Minnesota,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Minnesota_Income_Married_Top_Range_Ladder Step2,State_Province,Minnesota,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Minnesota_Income_Married_Bot_Range_Ladder Step3,State_Province,Minnesota,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Minnesota_Income_Married_Top_Range_Ladder Step3,State_Province,Minnesota,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Minnesota_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Minnesota,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Minnesota_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Minnesota,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Minnesota_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Minnesota,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Minnesota_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Minnesota,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Minnesota_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Minnesota,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Minnesota_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Minnesota,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Minnesota_Income_Separate_Bot_Range_Ladder Step1,State_Province,Minnesota,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Minnesota_Income_Separate_Top_Range_Ladder Step1,State_Province,Minnesota,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Minnesota_Income_Separate_Bot_Range_Ladder Step2,State_Province,Minnesota,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Minnesota_Income_Separate_Top_Range_Ladder Step2,State_Province,Minnesota,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Minnesota_Income_Separate_Bot_Range_Ladder Step3,State_Province,Minnesota,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Minnesota_Income_Separate_Top_Range_Ladder Step3,State_Province,Minnesota,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Mississippi_Income_Single_Bot_Range_Ladder Step1,State_Province,Mississippi,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Mississippi_Income_Single_Top_Range_Ladder Step1,State_Province,Mississippi,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Mississippi_Income_Single_Bot_Range_Ladder Step2,State_Province,Mississippi,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Mississippi_Income_Single_Top_Range_Ladder Step2,State_Province,Mississippi,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Mississippi_Income_Single_Bot_Range_Ladder Step3,State_Province,Mississippi,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Mississippi_Income_Single_Top_Range_Ladder Step3,State_Province,Mississippi,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Mississippi_Income_Married_Bot_Range_Ladder Step1,State_Province,Mississippi,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Mississippi_Income_Married_Top_Range_Ladder Step1,State_Province,Mississippi,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Mississippi_Income_Married_Bot_Range_Ladder Step2,State_Province,Mississippi,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Mississippi_Income_Married_Top_Range_Ladder Step2,State_Province,Mississippi,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Mississippi_Income_Married_Bot_Range_Ladder Step3,State_Province,Mississippi,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Mississippi_Income_Married_Top_Range_Ladder Step3,State_Province,Mississippi,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Mississippi_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Mississippi,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Mississippi_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Mississippi,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Mississippi_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Mississippi,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Mississippi_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Mississippi,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Mississippi_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Mississippi,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Mississippi_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Mississippi,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Mississippi_Income_Separate_Bot_Range_Ladder Step1,State_Province,Mississippi,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Mississippi_Income_Separate_Top_Range_Ladder Step1,State_Province,Mississippi,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Mississippi_Income_Separate_Bot_Range_Ladder Step2,State_Province,Mississippi,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Mississippi_Income_Separate_Top_Range_Ladder Step2,State_Province,Mississippi,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Mississippi_Income_Separate_Bot_Range_Ladder Step3,State_Province,Mississippi,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Mississippi_Income_Separate_Top_Range_Ladder Step3,State_Province,Mississippi,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Missouri_Income_Single_Bot_Range_Ladder Step1,State_Province,Missouri,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Missouri_Income_Single_Top_Range_Ladder Step1,State_Province,Missouri,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Missouri_Income_Single_Bot_Range_Ladder Step2,State_Province,Missouri,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Missouri_Income_Single_Top_Range_Ladder Step2,State_Province,Missouri,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Missouri_Income_Single_Bot_Range_Ladder Step3,State_Province,Missouri,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Missouri_Income_Single_Top_Range_Ladder Step3,State_Province,Missouri,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Missouri_Income_Married_Bot_Range_Ladder Step1,State_Province,Missouri,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Missouri_Income_Married_Top_Range_Ladder Step1,State_Province,Missouri,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Missouri_Income_Married_Bot_Range_Ladder Step2,State_Province,Missouri,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Missouri_Income_Married_Top_Range_Ladder Step2,State_Province,Missouri,USA,Income,Income,Married,Top_Range,100000,2,0.02
